File_name	fra30	fra60	Cancer_Type	Status
ERR9923055	0.810149	0.778975	MT	Normal
ERR9923112	0.795686	0.770361	MT	Tumor
ERR9923056	0.810149	0.778975	MT	Normal
ERR9923113	0.797901	0.772980	MT	Tumor
ERR9923057	0.823076	0.798062	MT	Normal
ERR9923114	0.801534	0.777149	MT	Tumor
ERR9923058	0.823309	0.801864	MT	Normal
ERR9923115	0.803591	0.776465	MT	Tumor
SRR11671222	0.860445	0.829293	NonT	Normal
SRR11671242	0.863393	0.832247	NonT	Normal
SRR11671223	0.863748	0.830854	NonT	Normal
SRR11671221	0.792867	0.754498	NonT	Normal
SRR11671224	0.857712	0.822294	NonT	Normal
SRR11671240	0.870410	0.842487	NonT	Normal
SRR11671226	0.898585	0.873989	NonT	Normal
SRR11671225	0.865772	0.834329	NonT	Normal
SRR11671230	0.845643	0.812918	NonT	Normal
SRR11671227	0.857929	0.824926	NonT	Normal
SRR11671241	0.860870	0.829034	NonT	Normal
SRR11671239	0.865201	0.833682	NonT	Normal
SRR11671238	0.850152	0.815288	NonT	Normal
SRR11671237	0.865698	0.840489	NonT	Normal
SRR11671236	0.871939	0.846035	NonT	Normal
SRR11671235	0.868965	0.841492	NonT	Normal
SRR13050748-SRR13050750-SRR13050751	0.863589	0.833658	HSA	Tumor
SRR13050752	0.880781	0.855592	HSA	Normal
SRR13050744-SRR13050745-SRR13050746	0.856310	0.819961	HSA	Tumor
SRR13050747	0.868478	0.835557	HSA	Normal
SRR13050740-SRR13050741-SRR13050742	0.859225	0.826429	HSA	Tumor
SRR13050743	0.825592	0.785744	HSA	Normal
SRR13050735-SRR13050736-SRR13050737	0.868419	0.838315	HSA	Tumor
SRR13050739	0.864123	0.830357	HSA	Normal
SRR13123343	0.761363	0.709856	OSA	Normal
SRR13123352	0.746584	0.689886	OSA	Tumor
SRR13123341	0.755652	0.700076	OSA	Tumor
SRR13123343	0.761363	0.709856	OSA	Normal
SRR13123338	0.754457	0.697974	OSA	Tumor
SRR13123349	0.730746	0.671713	OSA	Normal
SRR13123347	0.732827	0.688761	OSA	Tumor
SRR13123349	0.730746	0.671713	OSA	Normal
SRR13571720	0.677416	0.611900	BCL	Normal
SRR13571721	0.688559	0.622822	BCL	Tumor
SRR13571658	0.692750	0.626354	BCL	Normal
SRR13571669	0.449509	0.389554	BCL	Tumor
SRR13571636	0.429713	0.369153	BCL	Normal
SRR13571647	0.692314	0.627419	BCL	Tumor
SRR13571590	0.688762	0.622849	BCL	Normal
SRR13571601	0.686087	0.619944	BCL	Tumor
SRR13571686	0.685092	0.619306	BCL	Normal
SRR13571697	0.445854	0.388323	BCL	Tumor
SRR13571708	0.680094	0.614360	BCL	Normal
SRR13571719	0.437144	0.376598	BCL	Tumor
SRR13571616	0.433923	0.373033	BCL	Normal
SRR13571627	0.690997	0.625847	BCL	Tumor
SRR13571605	0.429100	0.368234	BCL	Tumor
SRR13571674	0.689921	0.623255	BCL	Normal
SRR13571672	0.445999	0.384824	BCL	Normal
SRR13571673	0.689581	0.623291	BCL	Tumor
SRR13571670	0.464814	0.403466	BCL	Normal
SRR13571671	0.688347	0.621070	BCL	Tumor
SRR13571667	0.435117	0.373037	BCL	Normal
SRR13571668	0.693902	0.627092	BCL	Tumor
SRR13571665	0.678717	0.610391	BCL	Normal
SRR13571666	0.685591	0.618645	BCL	Tumor
SRR13571663	0.729948	0.665257	BCL	Normal
SRR13571664	0.732126	0.676205	BCL	Tumor
SRR13571661	0.727236	0.667586	BCL	Normal
SRR13571662	0.737666	0.680219	BCL	Tumor
SRR13571659	0.728451	0.669482	BCL	Normal
SRR13571660	0.733958	0.675669	BCL	Tumor
SRR13571656	0.724559	0.664849	BCL	Normal
SRR13571657	0.739057	0.680653	BCL	Tumor
SRR13571654	0.663602	0.599819	BCL	Normal
SRR13571655	0.732707	0.675090	BCL	Tumor
SRR13571652	0.644083	0.584396	BCL	Normal
SRR13571653	0.708100	0.647798	BCL	Tumor
SRR13571650	0.656619	0.593411	BCL	Normal
SRR13571651	0.660621	0.595345	BCL	Tumor
SRR13571648	0.656176	0.594224	BCL	Normal
SRR13571649	0.608302	0.545668	BCL	Tumor
SRR13571645	0.642713	0.578093	BCL	Normal
SRR13571646	0.660446	0.598338	BCL	Tumor
SRR13571643	0.639884	0.574944	BCL	Normal
SRR13571644	0.661291	0.598088	BCL	Tumor
SRR13571641	0.650605	0.585460	BCL	Normal
SRR13571642	0.617767	0.557433	BCL	Tumor
SRR13571639	0.590536	0.526134	BCL	Normal
SRR13571640	0.644686	0.583671	BCL	Tumor
SRR13571637	0.703716	0.641669	BCL	Normal
SRR13571638	0.646268	0.584546	BCL	Tumor
SRR13571634	0.643259	0.578995	BCL	Normal
SRR13571635	0.635381	0.575174	BCL	Tumor
SRR13571632	0.641504	0.579262	BCL	Normal
SRR13571633	0.657205	0.594749	BCL	Tumor
SRR13571630	0.595468	0.531291	BCL	Normal
SRR13571631	0.640748	0.579790	BCL	Tumor
SRR13571628	0.690481	0.627833	BCL	Normal
SRR13571629	0.638655	0.575100	BCL	Tumor
SRR13571602	0.630384	0.565938	BCL	Normal
SRR13571603	0.597171	0.531933	BCL	Tumor
SRR13571599	0.634670	0.571489	BCL	Normal
SRR13571600	0.657854	0.596522	BCL	Tumor
SRR13571597	0.704618	0.644009	BCL	Normal
SRR13571598	0.637643	0.576586	BCL	Tumor
SRR13571595	0.647640	0.584429	BCL	Normal
SRR13571596	0.656990	0.595607	BCL	Tumor
SRR13571593	0.636682	0.576102	BCL	Normal
SRR13571594	0.647369	0.586806	BCL	Tumor
SRR13571591	0.640033	0.579061	BCL	Normal
SRR13571592	0.710354	0.650354	BCL	Tumor
SRR13571588	0.567442	0.497263	BCL	Normal
SRR13571589	0.642697	0.580489	BCL	Tumor
SRR13571586	0.643499	0.579447	BCL	Normal
SRR13571587	0.708733	0.648128	BCL	Tumor
SRR13571584	0.705265	0.644163	BCL	Normal
SRR13571585	0.605821	0.543428	BCL	Tumor
SRR13571582	0.642366	0.579192	BCL	Normal
SRR13571583	0.644815	0.585781	BCL	Tumor
SRR13571580	0.698273	0.637131	BCL	Normal
SRR13571581	0.596183	0.534880	BCL	Tumor
SRR13571695	0.619393	0.557327	BCL	Normal
SRR13571696	0.636446	0.573999	BCL	Tumor
SRR13571693	0.633070	0.572045	BCL	Normal
SRR13571694	0.699428	0.637726	BCL	Tumor
SRR13571691	0.588517	0.524356	BCL	Normal
SRR13571692	0.636916	0.573943	BCL	Tumor
SRR13571689	0.607825	0.546081	BCL	Normal
SRR13571690	0.641557	0.578889	BCL	Tumor
SRR13571687	0.639701	0.578865	BCL	Normal
SRR13571688	0.643434	0.583444	BCL	Tumor
SRR13571684	0.697570	0.635685	BCL	Normal
SRR13571685	0.599326	0.536415	BCL	Tumor
SRR13571682	0.637027	0.573971	BCL	Normal
SRR13571683	0.633722	0.570373	BCL	Tumor
SRR13571680	0.645522	0.581507	BCL	Normal
SRR13571681	0.595268	0.533361	BCL	Tumor
SRR13571678	0.643825	0.583438	BCL	Normal
SRR13571679	0.694370	0.632735	BCL	Tumor
SRR13571676	0.646575	0.583620	BCL	Normal
SRR13571677	0.588403	0.527781	BCL	Tumor
SRR13571717	0.646332	0.583551	BCL	Normal
SRR13571718	0.652997	0.591111	BCL	Tumor
SRR13571715	0.713117	0.646799	BCL	Normal
SRR13571716	0.602568	0.539018	BCL	Tumor
SRR13571713	0.727626	0.667958	BCL	Normal
SRR13571714	0.717412	0.653107	BCL	Tumor
SRR13571711	0.721724	0.661003	BCL	Normal
SRR13571712	0.717952	0.658704	BCL	Tumor
SRR13571709	0.717798	0.661221	BCL	Normal
SRR13571710	0.723070	0.666394	BCL	Tumor
SRR13571706	0.728960	0.671511	BCL	Normal
SRR13571707	0.710469	0.642798	BCL	Tumor
SRR13571704	0.716535	0.657552	BCL	Normal
SRR13571705	0.722132	0.663552	BCL	Tumor
SRR13571702	0.725431	0.669045	BCL	Normal
SRR13571703	0.709700	0.649388	BCL	Tumor
SRR13571700	0.729015	0.671627	BCL	Normal
SRR13571701	0.728350	0.671020	BCL	Tumor
SRR13571698	0.635819	0.583160	BCL	Normal
SRR13571699	0.612942	0.553521	BCL	Tumor
SRR13571625	0.634234	0.580997	BCL	Normal
SRR13571626	0.629972	0.577702	BCL	Tumor
SRR13571623	0.634974	0.584738	BCL	Normal
SRR13571624	0.641597	0.590645	BCL	Tumor
SRR13571621	0.632246	0.582623	BCL	Normal
SRR13571622	0.613096	0.556597	BCL	Tumor
SRR13571619	0.551797	0.502440	BCL	Normal
SRR13571620	0.568398	0.517448	BCL	Tumor
SRR13571617	0.567721	0.521015	BCL	Normal
SRR13571618	0.464526	0.378573	BCL	Tumor
SRR13571614	0.559131	0.510977	BCL	Normal
SRR13571615	0.244423	0.124880	BCL	Tumor
SRR13571612	0.551683	0.503179	BCL	Normal
SRR13571613	0.467545	0.322354	BCL	Tumor
SRR13571610	0.554455	0.505950	BCL	Normal
SRR13571611	0.557090	0.510009	BCL	Tumor
SRR13571608	0.554525	0.506215	BCL	Normal
SRR13571609	0.629638	0.573697	BCL	Tumor
SRR13571606	0.623055	0.567355	BCL	Normal
SRR13571607	0.645533	0.592036	BCL	Tumor
SRR13571604	0.607379	0.544769	BCL	Tumor
SRR13571675	0.611581	0.549252	BCL	Normal
SRR13674709	0.209522	0.153855	OSA	Normal
SRR13674710	0.111001	0.076306	OSA	Tumor
SRR15461470	0.787026	0.714698	BCL	Normal
SRR15461508	0.786609	0.721172	BCL	Tumor
SRR15464832	0.700387	0.594151	BCL	Tumor
SRR15508608	0.630761	0.542602	BCL	Normal
SRR15464863	0.609379	0.541951	BCL	Tumor
SRR15508639	0.712451	0.657564	BCL	Normal
SRR15461469	0.779640	0.731266	BCL	Normal
SRR15461507	0.657545	0.595086	BCL	Tumor
SRR15461468	0.749993	0.666006	BCL	Normal
SRR15461496	0.759885	0.680949	BCL	Tumor
SRR15464862	0.821517	0.782363	BCL	Tumor
SRR15508638	0.783486	0.736538	BCL	Normal
SRR15464861	0.773329	0.728108	BCL	Tumor
SRR15508637	0.772397	0.726239	BCL	Normal
SRR15461467	0.786474	0.739060	BCL	Normal
SRR15461485	0.779932	0.731763	BCL	Tumor
SRR15464860	0.742708	0.693558	BCL	Tumor
SRR15508636	0.768693	0.721629	BCL	Normal
SRR15464859	0.602942	0.529439	BCL	Tumor
SRR15508635	0.663069	0.597818	BCL	Normal
SRR15464858	0.748057	0.693879	BCL	Tumor
SRR15508634	0.770517	0.718133	BCL	Normal
SRR15461466	0.686308	0.628277	BCL	Normal
SRR15461474	0.813872	0.778385	BCL	Tumor
SRR15461463	0.736840	0.663719	BCL	Tumor
SRR15461465	0.787121	0.694894	BCL	Normal
SRR15464857	0.708430	0.651357	BCL	Tumor
SRR15508633	0.627034	0.555372	BCL	Normal
SRR15461452	0.764954	0.713820	BCL	Tumor
SRR15461464	0.739644	0.684778	BCL	Normal
SRR15464856	0.743856	0.691766	BCL	Tumor
SRR15508632	0.692710	0.638117	BCL	Normal
SRR15464855	0.711412	0.659296	BCL	Tumor
SRR15508631	0.654627	0.587059	BCL	Normal
SRR15461441	0.795478	0.753048	BCL	Tumor
SRR15461462	0.831959	0.797879	BCL	Normal
SRR15464865	0.726270	0.639102	BCL	Tumor
SRR15508641	0.715418	0.612043	BCL	Normal
SRR15464854	0.768612	0.719460	BCL	Tumor
SRR15508630	0.778042	0.730540	BCL	Normal
SRR15464852	0.725754	0.668371	BCL	Tumor
SRR15508628	0.791790	0.744342	BCL	Normal
SRR15461430	0.750352	0.696625	BCL	Tumor
SRR15461461	0.813270	0.777248	BCL	Normal
SRR15464851	0.758059	0.709704	BCL	Tumor
SRR15508627	0.790836	0.752659	BCL	Normal
SRR15464850	0.720238	0.664302	BCL	Tumor
SRR15508626	0.680109	0.618394	BCL	Normal
SRR15461423	0.750849	0.699685	BCL	Tumor
SRR15461460	0.763823	0.714261	BCL	Normal
SRR15461459	0.730780	0.687219	BCL	Normal
SRR15461506	0.780542	0.739887	BCL	Tumor
SRR15464849	0.798880	0.755162	BCL	Tumor
SRR15508625	0.729919	0.671797	BCL	Normal
SRR15464848	0.736700	0.682239	BCL	Tumor
SRR15508624	0.580112	0.526748	BCL	Normal
SRR15464847	0.781272	0.736325	BCL	Tumor
SRR15508623	0.636705	0.574589	BCL	Normal
SRR15461458	0.777168	0.730950	BCL	Normal
SRR15461505	0.776567	0.730314	BCL	Tumor
SRR15464846	0.750512	0.699893	BCL	Tumor
SRR15508622	0.788062	0.746139	BCL	Normal
SRR15464845	0.769594	0.720611	BCL	Tumor
SRR15508621	0.755815	0.704475	BCL	Normal
SRR15461457	0.783501	0.731030	BCL	Normal
SRR15461504	0.682724	0.620225	BCL	Tumor
SRR15464844	0.779307	0.740806	BCL	Tumor
SRR15508620	0.749005	0.701182	BCL	Normal
SRR15461456	0.730894	0.667200	BCL	Normal
SRR15461503	0.777527	0.729995	BCL	Tumor
SRR15464864	0.825318	0.757223	BCL	Tumor
SRR15508640	0.755721	0.701218	BCL	Normal
SRR15464843	0.706989	0.645735	BCL	Tumor
SRR15508619	0.800963	0.744773	BCL	Normal
SRR15461455	0.723023	0.668932	BCL	Normal
SRR15461502	0.705212	0.645184	BCL	Tumor
SRR15464841	0.784188	0.729385	BCL	Tumor
SRR15508617	0.739619	0.686363	BCL	Normal
SRR15464840	0.711092	0.644450	BCL	Tumor
SRR15508616	0.708680	0.648089	BCL	Normal
SRR15461454	0.797185	0.747502	BCL	Normal
SRR15461501	0.800417	0.755988	BCL	Tumor
SRR15461453	0.692578	0.634091	BCL	Normal
SRR15461500	0.724985	0.679291	BCL	Tumor
SRR15464839	0.709456	0.656256	BCL	Tumor
SRR15508615	0.635744	0.577772	BCL	Normal
SRR15461451	0.741936	0.684415	BCL	Normal
SRR15461499	0.656702	0.590753	BCL	Tumor
SRR15464838	0.754201	0.699388	BCL	Tumor
SRR15508614	0.770835	0.721003	BCL	Normal
SRR15461450	0.676385	0.606671	BCL	Normal
SRR15461498	0.827030	0.789194	BCL	Tumor
SRR15461449	0.792141	0.745735	BCL	Normal
SRR15461497	0.648651	0.583049	BCL	Tumor
SRR15461448	0.546805	0.480161	BCL	Normal
SRR15461495	0.699186	0.638818	BCL	Tumor
SRR15461426	0.817308	0.779697	BCL	Normal
SRR15461473	0.796535	0.752760	BCL	Tumor
SRR15461447	0.783767	0.734411	BCL	Normal
SRR15461494	0.805973	0.760336	BCL	Tumor
SRR15464853	0.802126	0.754049	BCL	Tumor
SRR15508629	0.673551	0.577135	BCL	Normal
SRR15461446	0.754510	0.702845	BCL	Normal
SRR15461493	0.717983	0.662287	BCL	Tumor
SRR15461445	0.451064	0.381528	BCL	Normal
SRR15461492	0.787514	0.741466	BCL	Tumor
SRR15461444	0.721859	0.668728	BCL	Normal
SRR15461491	0.780342	0.739671	BCL	Tumor
SRR15461443	0.699516	0.645330	BCL	Normal
SRR15461490	0.718819	0.659617	BCL	Tumor
SRR15461442	0.702463	0.644445	BCL	Normal
SRR15461489	0.676635	0.624567	BCL	Tumor
SRR15461440	0.684564	0.621499	BCL	Normal
SRR15461488	0.778061	0.733263	BCL	Tumor
SRR15461439	0.741853	0.683002	BCL	Normal
SRR15461487	0.802870	0.760776	BCL	Tumor
SRR15461438	0.725646	0.667830	BCL	Normal
SRR15461486	0.683604	0.621569	BCL	Tumor
SRR15461437	0.756984	0.703960	BCL	Normal
SRR15461484	0.781944	0.736737	BCL	Tumor
SRR15464842	0.771908	0.712854	BCL	Tumor
SRR15508618	0.721710	0.623044	BCL	Normal
SRR15461436	0.643153	0.571935	BCL	Normal
SRR15461483	0.732042	0.679561	BCL	Tumor
SRR15461435	0.781507	0.728250	BCL	Normal
SRR15461482	0.833007	0.799062	BCL	Tumor
SRR15461434	0.820815	0.783255	BCL	Normal
SRR15461481	0.800906	0.752584	BCL	Tumor
SRR15461433	0.802888	0.756766	BCL	Normal
SRR15461480	0.731801	0.673476	BCL	Tumor
SRR15461432	0.740168	0.696914	BCL	Normal
SRR15461479	0.687204	0.624251	BCL	Tumor
SRR15461431	0.758476	0.708193	BCL	Normal
SRR15461478	0.814948	0.776199	BCL	Tumor
SRR15461429	0.750798	0.692693	BCL	Normal
SRR15461477	0.797394	0.751404	BCL	Tumor
SRR15461428	0.707713	0.654922	BCL	Normal
SRR15461476	0.622784	0.552432	BCL	Tumor
SRR15461427	0.701610	0.638780	BCL	Normal
SRR15461475	0.761669	0.710845	BCL	Tumor
SRR15464837	0.745782	0.694419	BCL	Tumor
SRR15508613	0.600975	0.527897	BCL	Normal
SRR15461425	0.708130	0.652058	BCL	Normal
SRR15461472	0.805450	0.767453	BCL	Tumor
SRR15464836	0.710044	0.646109	BCL	Tumor
SRR15508612	0.719643	0.661375	BCL	Normal
SRR15461424	0.804381	0.761337	BCL	Normal
SRR15461471	0.813878	0.774965	BCL	Tumor
SRR15464835	0.787790	0.731974	BCL	Tumor
SRR15508611	0.751983	0.700477	BCL	Normal
SRR15464834	0.721462	0.665134	BCL	Tumor
SRR15508610	0.710119	0.647818	BCL	Normal
SRR15464833	0.598530	0.547127	BCL	Tumor
SRR15508609	0.732101	0.677360	BCL	Normal
SRR17139343	0.874964	0.836494	OM	Tumor
SRR17139344	0.910877	0.883859	OM	Normal
SRR17139276	0.883054	0.849684	OM	Tumor
SRR17139287	0.905498	0.878120	OM	Normal
SRR17139254	0.886973	0.855945	OM	Tumor
SRR17139265	0.905966	0.878137	OM	Normal
SRR17139232	0.873889	0.843208	OM	Tumor
SRR17139243	0.908699	0.882185	OM	Normal
SRR17139210	0.886415	0.856745	OM	Tumor
SRR17139221	0.903744	0.876460	OM	Normal
SRR17139331	0.887867	0.859033	OM	Tumor
SRR17139342	0.906650	0.879875	OM	Normal
SRR17139309	0.888161	0.859066	OM	Tumor
SRR17139320	0.902620	0.871561	OM	Normal
SRR17139292	0.886317	0.856703	OM	Tumor
SRR17139298	0.907056	0.881356	OM	Normal
SRR17139290	0.892269	0.863645	OM	Tumor
SRR17139291	0.905630	0.876987	OM	Normal
SRR17139288	0.886916	0.856429	OM	Tumor
SRR17139289	0.902369	0.873225	OM	Normal
SRR17139285	0.889769	0.861239	OM	Tumor
SRR17139286	0.903730	0.875380	OM	Normal
SRR17139283	0.900625	0.872473	OM	Tumor
SRR17139284	0.890975	0.862303	OM	Normal
SRR17139281	0.892108	0.862899	OM	Normal
SRR17139282	0.895680	0.865788	OM	Tumor
SRR17139279	0.888881	0.859087	OM	Normal
SRR17139280	0.904445	0.880075	OM	Tumor
SRR17139277	0.887992	0.860280	OM	Normal
SRR17139278	0.902428	0.872702	OM	Tumor
SRR17139274	0.892155	0.865839	OM	Normal
SRR17139275	0.901160	0.873374	OM	Tumor
SRR17139272	0.904982	0.876595	OM	Normal
SRR17139273	0.809211	0.776957	OM	Tumor
SRR17139270	0.806843	0.773045	OM	Normal
SRR17139271	0.890830	0.863360	OM	Tumor
SRR17139266	0.885988	0.855847	OM	Tumor
SRR17139267	0.904704	0.874304	OM	Normal
SRR17139263	0.886462	0.857082	OM	Tumor
SRR17139264	0.907636	0.877461	OM	Normal
SRR17139261	0.889123	0.861156	OM	Tumor
SRR17139262	0.907398	0.879322	OM	Normal
SRR17139259	0.893298	0.864937	OM	Tumor
SRR17139260	0.902275	0.869396	OM	Normal
SRR17139257	0.897616	0.868702	OM	Tumor
SRR17139258	0.912998	0.884071	OM	Normal
SRR17139255	0.896823	0.868264	OM	Tumor
SRR17139256	0.911666	0.883843	OM	Normal
SRR17139252	0.894261	0.864597	OM	Tumor
SRR17139253	0.908468	0.880510	OM	Normal
SRR17139250	0.866518	0.829615	OM	Tumor
SRR17139251	0.911072	0.882955	OM	Normal
SRR17139248	0.891796	0.863424	OM	Tumor
SRR17139249	0.908562	0.879064	OM	Normal
SRR17139246	0.894175	0.865093	OM	Tumor
SRR17139247	0.907514	0.878640	OM	Normal
SRR17139244	0.896218	0.865889	OM	Tumor
SRR17139245	0.904022	0.876521	OM	Normal
SRR17139241	0.903445	0.876478	OM	Tumor
SRR17139242	0.906634	0.878966	OM	Normal
SRR17139239	0.896426	0.868283	OM	Tumor
SRR17139240	0.904165	0.876882	OM	Normal
SRR17139237	0.896983	0.867494	OM	Tumor
SRR17139238	0.906045	0.878225	OM	Normal
SRR17139236	0.906752	0.879102	OM	Normal
SRR17139234	0.896957	0.869394	OM	Tumor
SRR17139235	0.902739	0.875913	OM	Normal
SRR17139231	0.879728	0.850883	OM	Tumor
SRR17139233	0.897095	0.869364	OM	Normal
SRR17139229	0.883568	0.854998	OM	Tumor
SRR17139230	0.899112	0.871282	OM	Normal
SRR17139227	0.881535	0.851342	OM	Tumor
SRR17139228	0.898555	0.871188	OM	Normal
SRR17139225	0.883026	0.855178	OM	Tumor
SRR17139226	0.900306	0.873941	OM	Normal
SRR17139223	0.882252	0.851873	OM	Tumor
SRR17139224	0.896615	0.868872	OM	Normal
SRR17139220	0.883455	0.855556	OM	Tumor
SRR17139222	0.899301	0.871166	OM	Normal
SRR17139218	0.881607	0.852839	OM	Tumor
SRR17139219	0.902407	0.875816	OM	Normal
SRR17139216	0.879403	0.854688	OM	Tumor
SRR17139217	0.897004	0.870107	OM	Normal
SRR17139214	0.889705	0.860913	OM	Tumor
SRR17139215	0.893629	0.860782	OM	Normal
SRR17139212	0.887925	0.855791	OM	Tumor
SRR17139213	0.906221	0.878671	OM	Normal
SRR17139209	0.891264	0.863141	OM	Tumor
SRR17139211	0.901615	0.874289	OM	Normal
SRR17139207	0.900361	0.871544	OM	Normal
SRR17139208	0.887861	0.859831	OM	Tumor
SRR17139205	0.898076	0.868678	OM	Normal
SRR17139206	0.891928	0.863346	OM	Tumor
SRR17139203	0.898478	0.868604	OM	Normal
SRR17139204	0.893978	0.867177	OM	Tumor
SRR17139201	0.907903	0.880808	OM	Normal
SRR17139202	0.788719	0.758467	OM	Tumor
SRR17139200	0.787007	0.755992	OM	Tumor
SRR17139341	0.909834	0.883351	OM	Normal
SRR17139339	0.903034	0.873984	OM	Normal
SRR17139340	0.890039	0.859030	OM	Tumor
SRR17139337	0.824234	0.789607	OM	Normal
SRR17139338	0.836180	0.792119	OM	Tumor
